6,499040e+002;-1,463211e-002
6,503861e+002;-1,516727e-002
6,508682e+002;-1,587772e-002
6,513503e+002;-1,664830e-002
6,518325e+002;-1,730995e-002
6,523146e+002;-1,766657e-002
6,527968e+002;-1,755412e-002
6,532789e+002;-1,689925e-002
6,537610e+002;-1,576609e-002
6,542431e+002;-1,436302e-002
6,547252e+002;-1,299244e-002
6,552073e+002;-1,196234e-002
6,556895e+002;-1,148864e-002
6,561716e+002;-1,162537e-002
6,566537e+002;-1,224868e-002
6,571359e+002;-1,309817e-002
6,576180e+002;-1,385347e-002
6,581001e+002;-1,423718e-002
6,585822e+002;-1,410203e-002
6,590643e+002;-1,346204e-002
6,595465e+002;-1,248084e-002
6,600286e+002;-1,141260e-002
6,605107e+002;-1,053148e-002
6,609929e+002;-1,005997e-002
6,614750e+002;-1,011403e-002
6,619571e+002;-1,067052e-002
6,624392e+002;-1,157082e-002
6,629213e+002;-1,256283e-002
6,634035e+002;-1,336698e-002
6,638856e+002;-1,375221e-002
6,643677e+002;-1,360802e-002
6,648499e+002;-1,299164e-002
6,653320e+002;-1,213676e-002
6,658141e+002;-1,140095e-002
6,662962e+002;-1,115604e-002
6,667784e+002;-1,165444e-002
6,672605e+002;-1,293285e-002
6,677426e+002;-1,477894e-002
6,682247e+002;-1,678301e-002
6,687068e+002;-1,845558e-002
6,691890e+002;-1,937856e-002
6,696711e+002;-1,935422e-002
6,701532e+002;-1,846850e-002
6,706354e+002;-1,706230e-002
6,711175e+002;-1,561339e-002
6,715996e+002;-1,457178e-002
6,720817e+002;-1,422740e-002
6,725638e+002;-1,464496e-002
6,730460e+002;-1,566645e-002
6,735281e+002;-1,699622e-002
6,740102e+002;-1,831418e-002
6,744924e+002;-1,937995e-002
6,749745e+002;-2,007545e-002
6,754566e+002;-2,040059e-002
6,759387e+002;-2,041140e-002
6,764208e+002;-2,017168e-002
6,769030e+002;-1,971160e-002
6,773851e+002;-1,904031e-002
6,778672e+002;-1,817309e-002
6,783494e+002;-1,716910e-002
6,788315e+002;-1,615526e-002
6,793136e+002;-1,531875e-002
6,797957e+002;-1,485073e-002
6,802778e+002;-1,490661e-002
6,807599e+002;-1,553594e-002
6,812421e+002;-1,665344e-002
6,817242e+002;-1,804355e-002
6,822064e+002;-1,941294e-002
6,826885e+002;-2,045961e-002
6,831706e+002;-2,095234e-002
6,836527e+002;-2,077540e-002
6,841348e+002;-1,994949e-002
6,846169e+002;-1,862611e-002
6,850991e+002;-1,704920e-002
6,855812e+002;-1,550381e-002
6,860634e+002;-1,425635e-002
6,865455e+002;-1,351514e-002
6,870276e+002;-1,340197e-002
6,875097e+002;-1,394163e-002
6,879918e+002;-1,506211e-002
6,884739e+002;-1,660152e-002
6,889561e+002;-1,833626e-002
6,894382e+002;-2,002151e-002
6,899203e+002;-2,143776e-002
6,904025e+002;-2,243461e-002
6,908846e+002;-2,295701e-002
6,913667e+002;-2,305125e-002
6,918488e+002;-2,284898e-002
6,923309e+002;-2,253051e-002
6,928131e+002;-2,227464e-002
6,932952e+002;-2,220511e-002
6,937773e+002;-2,235166e-002
6,942595e+002;-2,264696e-002
6,947416e+002;-2,295047e-002
6,952237e+002;-2,309405e-002
6,957058e+002;-2,293866e-002
6,961879e+002;-2,241602e-002
6,966701e+002;-2,154908e-002
6,971522e+002;-2,045161e-002
6,976343e+002;-1,928418e-002
6,981165e+002;-1,822196e-002
6,985986e+002;-1,740626e-002
6,990807e+002;-1,692051e-002
6,995628e+002;-1,677816e-002
7,000449e+002;-1,691025e-002
7,005271e+002;-1,717891e-002
7,010092e+002;-1,739626e-002
7,014913e+002;-1,735876e-002
7,019734e+002;-1,688912e-002
7,024556e+002;-1,587737e-002
7,029377e+002;-1,431317e-002
7,034198e+002;-1,231465e-002
7,039019e+002;-1,011374e-002
7,043841e+002;-8,015808e-003
7,048662e+002;-6,320946e-003
7,053483e+002;-5,239593e-003
7,058304e+002;-4,830323e-003
7,063126e+002;-4,991313e-003
7,067947e+002;-5,484362e-003
7,072768e+002;-6,006721e-003
7,077590e+002;-6,273300e-003
7,082411e+002;-6,101545e-003
7,087232e+002;-5,467086e-003
7,092053e+002;-4,507049e-003
7,096874e+002;-3,482207e-003
7,101696e+002;-2,699835e-003
7,106517e+002;-2,407527e-003
7,111338e+002;-2,726736e-003
7,116160e+002;-3,598713e-003
7,120981e+002;-4,790148e-003
7,125802e+002;-5,967832e-003
7,130623e+002;-6,805215e-003
7,135444e+002;-7,092101e-003
7,140266e+002;-6,801791e-003
7,145087e+002;-6,101252e-003
7,149908e+002;-5,303163e-003
7,154730e+002;-4,758785e-003
7,159551e+002;-4,744627e-003
7,164372e+002;-5,362731e-003
7,169193e+002;-6,524896e-003
7,174014e+002;-8,007187e-003
7,178835e+002;-9,545865e-003
7,183657e+002;-1,093458e-002
7,188478e+002;-1,208153e-002
7,193300e+002;-1,299814e-002
7,198121e+002;-1,375882e-002
7,202942e+002;-1,442876e-002
7,207763e+002;-1,500840e-002
7,212584e+002;-1,542326e-002
7,217405e+002;-1,556349e-002
7,222227e+002;-1,534337e-002
7,227048e+002;-1,476667e-002
7,231870e+002;-1,395170e-002
7,236691e+002;-1,311016e-002
7,241512e+002;-1,247485e-002
7,246333e+002;-1,221943e-002
7,251154e+002;-1,240134e-002
7,255975e+002;-1,295096e-002
7,260797e+002;-1,370691e-002
7,265618e+002;-1,447558e-002
7,270439e+002;-1,509021e-002
7,275261e+002;-1,544561e-002
7,280082e+002;-1,551270e-002
7,284903e+002;-1,531523e-002
7,289724e+002;-1,491163e-002
7,294545e+002;-1,436757e-002
7,299366e+002;-1,374996e-002
7,304188e+002;-1,312723e-002
7,309009e+002;-1,256177e-002
7,313831e+002;-1,210425e-002
7,318652e+002;-1,177135e-002
7,323473e+002;-1,153623e-002
7,328294e+002;-1,133969e-002
7,333115e+002;-1,111574e-002
7,337937e+002;-1,082209e-002
7,342758e+002;-1,047721e-002
7,347579e+002;-1,015404e-002
7,352401e+002;-9,956191e-003
7,357222e+002;-9,970374e-003
7,362043e+002;-1,022434e-002
7,366864e+002;-1,066289e-002
7,371685e+002;-1,117206e-002
7,376507e+002;-1,161479e-002
7,381328e+002;-1,188488e-002
7,386149e+002;-1,194787e-002
7,390970e+002;-1,184471e-002
7,395792e+002;-1,167501e-002
7,400613e+002;-1,154930e-002
7,405434e+002;-1,155207e-002
7,410255e+002;-1,172023e-002
7,415077e+002;-1,204321e-002
7,419898e+002;-1,248370e-002
7,424719e+002;-1,299331e-002
