6,499040e+002;-1,307785e-002
6,503861e+002;-1,315330e-002
6,508682e+002;-1,339394e-002
6,513503e+002;-1,375147e-002
6,518325e+002;-1,417208e-002
6,523146e+002;-1,458950e-002
6,527968e+002;-1,493315e-002
6,532789e+002;-1,514282e-002
6,537610e+002;-1,518986e-002
6,542431e+002;-1,509642e-002
6,547252e+002;-1,493103e-002
6,552073e+002;-1,478605e-002
6,556895e+002;-1,474227e-002
6,561716e+002;-1,482771e-002
6,566537e+002;-1,501145e-002
6,571359e+002;-1,521065e-002
6,576180e+002;-1,532543e-002
6,581001e+002;-1,528023e-002
6,585822e+002;-1,505226e-002
6,590643e+002;-1,467049e-002
6,595465e+002;-1,419863e-002
6,600286e+002;-1,369770e-002
6,605107e+002;-1,320801e-002
6,609929e+002;-1,273820e-002
6,614750e+002;-1,228369e-002
6,619571e+002;-1,184048e-002
6,624392e+002;-1,141538e-002
6,629213e+002;-1,102232e-002
6,634035e+002;-1,066975e-002
6,638856e+002;-1,034361e-002
6,643677e+002;-1,001781e-002
6,648499e+002;-9,667594e-003
6,653320e+002;-9,306164e-003
6,658141e+002;-9,002239e-003
6,662962e+002;-8,875422e-003
6,667784e+002;-9,052898e-003
6,672605e+002;-9,611628e-003
6,677426e+002;-1,052666e-002
6,682247e+002;-1,164347e-002
6,687068e+002;-1,270978e-002
6,691890e+002;-1,344438e-002
6,696711e+002;-1,364510e-002
6,701532e+002;-1,326763e-002
6,706354e+002;-1,245309e-002
6,711175e+002;-1,148990e-002
6,715996e+002;-1,070980e-002
6,720817e+002;-1,039366e-002
6,725638e+002;-1,069157e-002
6,730460e+002;-1,158553e-002
6,735281e+002;-1,291712e-002
6,740102e+002;-1,444886e-002
6,744924e+002;-1,594259e-002
6,749745e+002;-1,721172e-002
6,754566e+002;-1,813915e-002
6,759387e+002;-1,866093e-002
6,764208e+002;-1,874478e-002
6,769030e+002;-1,838292e-002
6,773851e+002;-1,760803e-002
6,778672e+002;-1,651027e-002
6,783494e+002;-1,525167e-002
6,788315e+002;-1,405616e-002
6,793136e+002;-1,317692e-002
6,797957e+002;-1,280644e-002
